timestamp,cpu_id,user_pct,system_pct,iowait_pct,idle_pct
2026-07-10T07:45:03.838489Z,cpu,11.9,0.0,0.0,88.1
2026-07-10T07:45:03.839158Z,cpu0,10.3,0.0,0.0,89.7
2026-07-10T07:45:03.839580Z,cpu1,18.0,0.0,0.0,82.0
2026-07-10T07:45:03.839914Z,cpu2,18.2,0.0,0.0,81.8
2026-07-10T07:45:03.840238Z,cpu3,4.0,0.0,0.0,96.0
2026-07-10T07:45:03.840562Z,cpu4,16.2,0.0,0.0,83.8
2026-07-10T07:45:03.840878Z,cpu5,6.0,0.0,0.0,94.0
2026-07-10T07:45:03.841190Z,cpu6,23.5,0.0,0.0,76.5
2026-07-10T07:45:03.841785Z,cpu7,6.0,0.0,0.0,94.0
2026-07-10T07:45:03.842437Z,cpu8,30.6,0.0,0.0,69.4
2026-07-10T07:45:03.842866Z,cpu9,15.0,0.0,0.0,85.0
2026-07-10T07:45:03.843303Z,cpu10,22.0,0.0,0.0,78.0
2026-07-10T07:45:03.843725Z,cpu11,27.3,0.0,0.0,72.7
2026-07-10T07:45:03.844182Z,cpu12,16.3,0.0,0.0,83.7
2026-07-10T07:45:03.844606Z,cpu13,5.1,0.0,0.0,94.9
2026-07-10T07:45:03.844943Z,cpu14,17.3,0.0,0.0,82.7
2026-07-10T07:45:03.845301Z,cpu15,8.0,0.0,0.0,92.0
2026-07-10T07:45:03.845625Z,cpu16,10.2,0.0,0.0,89.8
2026-07-10T07:45:03.845933Z,cpu17,9.1,0.0,0.0,90.9
2026-07-10T07:45:03.846492Z,cpu18,10.0,0.0,0.0,90.0
2026-07-10T07:45:03.846956Z,cpu19,6.1,0.0,0.0,93.9
2026-07-10T07:45:03.847433Z,cpu20,8.0,0.0,0.0,92.0
2026-07-10T07:45:03.847845Z,cpu21,6.9,0.0,0.0,93.1
2026-07-10T07:45:03.848270Z,cpu22,7.1,0.0,0.0,92.9
2026-07-10T07:45:03.848680Z,cpu23,11.1,0.0,0.0,88.9
2026-07-10T07:45:03.849097Z,cpu24,8.0,0.0,0.0,92.0
2026-07-10T07:45:03.849531Z,cpu25,13.0,0.0,0.0,87.0
2026-07-10T07:45:03.849944Z,cpu26,6.1,0.0,0.0,93.9
2026-07-10T07:45:03.850369Z,cpu27,8.1,0.0,0.0,91.9
2026-07-10T07:45:03.850782Z,cpu28,9.1,0.0,0.0,90.9
2026-07-10T07:45:03.851198Z,cpu29,8.1,0.0,0.0,91.9
2026-07-10T07:45:03.851610Z,cpu30,9.8,0.0,0.0,90.2
2026-07-10T07:45:03.852015Z,cpu31,11.1,0.0,0.0,88.9
2026-07-10T07:45:04.852772Z,cpu,10.1,0.0,0.0,89.9
2026-07-10T07:45:04.853545Z,cpu0,5.9,0.0,0.0,94.1
2026-07-10T07:45:04.854042Z,cpu1,12.9,0.0,0.0,87.1
2026-07-10T07:45:04.854530Z,cpu2,18.6,0.0,0.0,81.4
2026-07-10T07:45:04.854991Z,cpu3,2.9,0.0,0.0,97.1
2026-07-10T07:45:04.855448Z,cpu4,11.0,0.0,0.0,89.0
2026-07-10T07:45:04.855941Z,cpu5,7.9,0.0,0.0,92.1
2026-07-10T07:45:04.856400Z,cpu6,12.9,0.0,0.0,87.1
2026-07-10T07:45:04.856884Z,cpu7,5.0,0.0,0.0,95.0
2026-07-10T07:45:04.857358Z,cpu8,51.5,0.0,0.0,48.5
2026-07-10T07:45:04.857824Z,cpu9,19.8,0.0,0.0,80.2
2026-07-10T07:45:04.858363Z,cpu10,10.9,0.0,0.0,89.1
2026-07-10T07:45:04.858863Z,cpu11,40.8,0.0,0.0,59.2
2026-07-10T07:45:04.859351Z,cpu12,11.7,0.0,0.0,88.3
2026-07-10T07:45:04.859848Z,cpu13,14.6,0.0,0.0,85.4
2026-07-10T07:45:04.860352Z,cpu14,10.9,0.0,0.0,89.1
2026-07-10T07:45:04.860785Z,cpu15,5.9,0.0,0.0,94.1
2026-07-10T07:45:04.861252Z,cpu16,7.9,0.0,0.0,92.1
2026-07-10T07:45:04.861733Z,cpu17,4.0,0.0,0.0,96.0
2026-07-10T07:45:04.862233Z,cpu18,4.0,0.0,0.0,96.0
2026-07-10T07:45:04.862725Z,cpu19,5.0,0.0,0.0,95.0
2026-07-10T07:45:04.863212Z,cpu20,5.9,0.0,0.0,94.1
2026-07-10T07:45:04.863775Z,cpu21,13.7,0.0,0.0,86.3
2026-07-10T07:45:04.864385Z,cpu22,5.0,0.0,0.0,95.0
2026-07-10T07:45:04.864928Z,cpu23,5.9,0.0,0.0,94.1
2026-07-10T07:45:04.865452Z,cpu24,5.0,0.0,0.0,95.0
2026-07-10T07:45:04.865925Z,cpu25,4.9,0.0,0.0,95.1
2026-07-10T07:45:04.866465Z,cpu26,3.0,0.0,0.0,97.0
2026-07-10T07:45:04.866954Z,cpu27,4.0,0.0,0.0,96.0
2026-07-10T07:45:04.867462Z,cpu28,3.0,0.0,0.0,97.0
2026-07-10T07:45:04.867954Z,cpu29,4.9,0.0,0.0,95.1
2026-07-10T07:45:04.868492Z,cpu30,3.0,0.0,0.0,97.0
2026-07-10T07:45:04.869092Z,cpu31,3.9,0.0,0.0,96.1
2026-07-10T07:45:05.869934Z,cpu,11.7,0.0,0.0,88.3
2026-07-10T07:45:05.871091Z,cpu0,8.1,0.0,0.0,91.9
2026-07-10T07:45:05.871715Z,cpu1,11.0,0.0,0.0,89.0
2026-07-10T07:45:05.872243Z,cpu2,26.0,0.0,0.0,74.0
2026-07-10T07:45:05.872775Z,cpu3,1.0,0.0,0.0,99.0
2026-07-10T07:45:05.873296Z,cpu4,19.8,0.0,0.0,80.2
2026-07-10T07:45:05.873797Z,cpu5,9.7,0.0,0.0,90.3
2026-07-10T07:45:05.875897Z,cpu6,12.9,0.0,0.0,87.1
2026-07-10T07:45:05.876428Z,cpu7,11.9,0.0,0.0,88.1
2026-07-10T07:45:05.877266Z,cpu8,28.2,0.0,0.0,71.8
2026-07-10T07:45:05.877987Z,cpu9,50.5,0.0,0.0,49.5
2026-07-10T07:45:05.878554Z,cpu10,18.8,0.0,0.0,81.2
2026-07-10T07:45:05.879482Z,cpu11,25.5,0.0,0.0,74.5
2026-07-10T07:45:05.880957Z,cpu12,15.2,0.0,0.0,84.8
2026-07-10T07:45:05.881487Z,cpu13,6.0,0.0,0.0,94.0
2026-07-10T07:45:05.881920Z,cpu14,12.9,0.0,0.0,87.1
2026-07-10T07:45:05.882416Z,cpu15,5.0,0.0,0.0,95.0
2026-07-10T07:45:05.883023Z,cpu16,10.0,0.0,0.0,90.0
2026-07-10T07:45:05.883517Z,cpu17,12.0,0.0,0.0,88.0
2026-07-10T07:45:05.883954Z,cpu18,8.9,0.0,0.0,91.1
2026-07-10T07:45:05.884413Z,cpu19,5.9,0.0,0.0,94.1
2026-07-10T07:45:05.884854Z,cpu20,7.0,0.0,0.0,93.0
