timestamp,gpu_uuid,util_pct,mem_used_mib,mem_total_mib,temp_c,power_w,power_limit_w,sm_mhz,mem_mhz,pstate,throttle_reason
2026-07-10T08:51:19,GPU-fcd97b9d-0c2b-3db7-6002-81a1e2c785ea, 0, 0, 10240, 64, 102.57, 320.00, 1965, 9501, P0, 0x0000000000000000
2026-07-10T08:51:19,GPU-65b9a886-d157-27fa-09d1-8894bc5cc135, 0, 4511, 10240, 41, 17.49, 320.00, 210, 405, P8, 0x0000000000000001
2026-07-10T08:51:20,GPU-fcd97b9d-0c2b-3db7-6002-81a1e2c785ea, 0, 0, 10240, 64, 123.08, 320.00, 1965, 9501, P0, 0x0000000000000000
2026-07-10T08:51:20,GPU-65b9a886-d157-27fa-09d1-8894bc5cc135, 0, 4511, 10240, 41, 17.67, 320.00, 210, 405, P8, 0x0000000000000001
2026-07-10T08:51:22,GPU-fcd97b9d-0c2b-3db7-6002-81a1e2c785ea, 0, 2605, 10240, 62, 114.91, 320.00, 1740, 9251, P2, 0x0000000000000000
2026-07-10T08:51:22,GPU-65b9a886-d157-27fa-09d1-8894bc5cc135, 0, 4511, 10240, 41, 17.96, 320.00, 210, 405, P8, 0x0000000000000001
2026-07-10T08:51:23,GPU-fcd97b9d-0c2b-3db7-6002-81a1e2c785ea, 0, 2605, 10240, 62, 100.60, 320.00, 1740, 9251, P2, 0x0000000000000000
2026-07-10T08:51:23,GPU-65b9a886-d157-27fa-09d1-8894bc5cc135, 0, 4511, 10240, 41, 17.73, 320.00, 210, 405, P8, 0x0000000000000001
2026-07-10T08:51:24,GPU-fcd97b9d-0c2b-3db7-6002-81a1e2c785ea, 0, 2605, 10240, 62, 95.45, 320.00, 1740, 9251, P2, 0x0000000000000000
2026-07-10T08:51:24,GPU-65b9a886-d157-27fa-09d1-8894bc5cc135, 0, 4511, 10240, 41, 17.64, 320.00, 210, 405, P8, 0x0000000000000001
2026-07-10T08:51:25,GPU-fcd97b9d-0c2b-3db7-6002-81a1e2c785ea, 0, 2605, 10240, 61, 95.31, 320.00, 1740, 9251, P2, 0x0000000000000000
2026-07-10T08:51:25,GPU-65b9a886-d157-27fa-09d1-8894bc5cc135, 0, 4511, 10240, 41, 17.69, 320.00, 210, 405, P8, 0x0000000000000001
2026-07-10T08:51:26,GPU-fcd97b9d-0c2b-3db7-6002-81a1e2c785ea, 17, 6007, 10240, 61, 95.14, 320.00, 1740, 9251, P2, 0x0000000000000000
2026-07-10T08:51:26,GPU-65b9a886-d157-27fa-09d1-8894bc5cc135, 0, 4511, 10240, 41, 17.61, 320.00, 210, 405, P8, 0x0000000000000001
2026-07-10T08:51:27,GPU-fcd97b9d-0c2b-3db7-6002-81a1e2c785ea, 13, 6007, 10240, 61, 94.99, 320.00, 1740, 9251, P2, 0x0000000000000000
2026-07-10T08:51:27,GPU-65b9a886-d157-27fa-09d1-8894bc5cc135, 0, 4511, 10240, 41, 17.66, 320.00, 210, 405, P8, 0x0000000000000001
2026-07-10T08:51:28,GPU-fcd97b9d-0c2b-3db7-6002-81a1e2c785ea, 14, 3381, 10240, 62, 110.12, 320.00, 1980, 9251, P2, 0x0000000000000000
2026-07-10T08:51:28,GPU-65b9a886-d157-27fa-09d1-8894bc5cc135, 0, 4511, 10240, 41, 17.75, 320.00, 210, 405, P8, 0x0000000000000001
2026-07-10T08:51:29,GPU-fcd97b9d-0c2b-3db7-6002-81a1e2c785ea, 13, 3381, 10240, 62, 122.72, 320.00, 1980, 9251, P2, 0x0000000000000000
2026-07-10T08:51:29,GPU-65b9a886-d157-27fa-09d1-8894bc5cc135, 0, 4511, 10240, 41, 17.69, 320.00, 210, 405, P8, 0x0000000000000001
2026-07-10T08:51:30,GPU-fcd97b9d-0c2b-3db7-6002-81a1e2c785ea, 0, 3381, 10240, 60, 102.68, 320.00, 1740, 9251, P2, 0x0000000000000000
2026-07-10T08:51:30,GPU-65b9a886-d157-27fa-09d1-8894bc5cc135, 0, 4511, 10240, 41, 17.70, 320.00, 210, 405, P8, 0x0000000000000001
2026-07-10T08:51:31,GPU-fcd97b9d-0c2b-3db7-6002-81a1e2c785ea, 0, 3381, 10240, 60, 94.42, 320.00, 1740, 9251, P2, 0x0000000000000000
2026-07-10T08:51:31,GPU-65b9a886-d157-27fa-09d1-8894bc5cc135, 0, 4511, 10240, 41, 17.69, 320.00, 210, 405, P8, 0x0000000000000001
2026-07-10T08:51:32,GPU-fcd97b9d-0c2b-3db7-6002-81a1e2c785ea, 0, 3381, 10240, 60, 93.99, 320.00, 1740, 9251, P2, 0x0000000000000000
2026-07-10T08:51:32,GPU-65b9a886-d157-27fa-09d1-8894bc5cc135, 0, 4511, 10240, 41, 17.54, 320.00, 210, 405, P8, 0x0000000000000001
2026-07-10T08:51:33,GPU-fcd97b9d-0c2b-3db7-6002-81a1e2c785ea, 0, 3381, 10240, 60, 93.90, 320.00, 1740, 9251, P2, 0x0000000000000000
2026-07-10T08:51:33,GPU-65b9a886-d157-27fa-09d1-8894bc5cc135, 0, 4511, 10240, 41, 17.69, 320.00, 210, 405, P8, 0x0000000000000001
2026-07-10T08:51:34,GPU-fcd97b9d-0c2b-3db7-6002-81a1e2c785ea, 0, 3381, 10240, 59, 93.72, 320.00, 1740, 9251, P2, 0x0000000000000000
2026-07-10T08:51:34,GPU-65b9a886-d157-27fa-09d1-8894bc5cc135, 0, 4511, 10240, 41, 17.76, 320.00, 210, 405, P8, 0x0000000000000001
2026-07-10T08:51:35,GPU-fcd97b9d-0c2b-3db7-6002-81a1e2c785ea, 56, 3805, 10240, 68, 149.20, 320.00, 1920, 9251, P2, 0x0000000000000004
2026-07-10T08:51:35,GPU-65b9a886-d157-27fa-09d1-8894bc5cc135, 0, 4511, 10240, 41, 17.70, 320.00, 210, 405, P8, 0x0000000000000001
2026-07-10T08:51:36,GPU-fcd97b9d-0c2b-3db7-6002-81a1e2c785ea, 51, 3701, 10240, 69, 244.23, 320.00, 1950, 9251, P2, 0x0000000000000004
2026-07-10T08:51:36,GPU-65b9a886-d157-27fa-09d1-8894bc5cc135, 0, 4511, 10240, 41, 18.28, 320.00, 210, 405, P8, 0x0000000000000001
2026-07-10T08:51:37,GPU-fcd97b9d-0c2b-3db7-6002-81a1e2c785ea, 71, 3933, 10240, 70, 262.13, 320.00, 1950, 9251, P2, 0x0000000000000004
2026-07-10T08:51:37,GPU-65b9a886-d157-27fa-09d1-8894bc5cc135, 0, 4511, 10240, 41, 18.61, 320.00, 210, 405, P8, 0x0000000000000001
2026-07-10T08:51:38,GPU-fcd97b9d-0c2b-3db7-6002-81a1e2c785ea, 73, 3933, 10240, 71, 266.12, 320.00, 1935, 9251, P2, 0x0000000000000004
2026-07-10T08:51:38,GPU-65b9a886-d157-27fa-09d1-8894bc5cc135, 0, 4511, 10240, 41, 18.67, 320.00, 210, 405, P8, 0x0000000000000001
2026-07-10T08:51:39,GPU-fcd97b9d-0c2b-3db7-6002-81a1e2c785ea, 58, 3933, 10240, 71, 271.02, 320.00, 1950, 9251, P2, 0x0000000000000004
2026-07-10T08:51:39,GPU-65b9a886-d157-27fa-09d1-8894bc5cc135, 0, 4511, 10240, 41, 18.76, 320.00, 210, 405, P8, 0x0000000000000001
2026-07-10T08:51:41,GPU-fcd97b9d-0c2b-3db7-6002-81a1e2c785ea, 99, 3933, 10240, 72, 274.68, 320.00, 1890, 9251, P2, 0x0000000000000004
2026-07-10T08:51:41,GPU-65b9a886-d157-27fa-09d1-8894bc5cc135, 0, 4511, 10240, 41, 18.81, 320.00, 210, 405, P8, 0x0000000000000001
2026-07-10T08:51:42,GPU-fcd97b9d-0c2b-3db7-6002-81a1e2c785ea, 55, 3933, 10240, 71, 266.33, 320.00, 1950, 9251, P2, 0x0000000000000004
2026-07-10T08:51:42,GPU-65b9a886-d157-27fa-09d1-8894bc5cc135, 0, 4511, 10240, 41, 18.97, 320.00, 210, 405, P8, 0x0000000000000001
2026-07-10T08:51:43,GPU-fcd97b9d-0c2b-3db7-6002-81a1e2c785ea, 84, 3933, 10240, 72, 274.55, 320.00, 1950, 9251, P2, 0x0000000000000004
2026-07-10T08:51:43,GPU-65b9a886-d157-27fa-09d1-8894bc5cc135, 0, 4511, 10240, 41, 18.89, 320.00, 210, 405, P8, 0x0000000000000001
2026-07-10T08:51:44,GPU-fcd97b9d-0c2b-3db7-6002-81a1e2c785ea, 54, 3933, 10240, 72, 270.65, 320.00, 1950, 9251, P2, 0x0000000000000004
2026-07-10T08:51:44,GPU-65b9a886-d157-27fa-09d1-8894bc5cc135, 0, 4511, 10240, 41, 18.93, 320.00, 210, 405, P8, 0x0000000000000001
2026-07-10T08:51:45,GPU-fcd97b9d-0c2b-3db7-6002-81a1e2c785ea, 68, 3933, 10240, 73, 276.06, 320.00, 1950, 9251, P2, 0x0000000000000004
2026-07-10T08:51:45,GPU-65b9a886-d157-27fa-09d1-8894bc5cc135, 0, 4511, 10240, 41, 19.15, 320.00, 210, 405, P8, 0x0000000000000001
2026-07-10T08:51:46,GPU-fcd97b9d-0c2b-3db7-6002-81a1e2c785ea, 65, 3933, 10240, 73, 272.61, 320.00, 1935, 9251, P2, 0x0000000000000004
