timestamp,gpu_uuid,util_pct,mem_used_mib,mem_total_mib,temp_c,power_w,power_limit_w,sm_mhz,mem_mhz,pstate,throttle_reason
2026-07-10T08:55:25,GPU-fcd97b9d-0c2b-3db7-6002-81a1e2c785ea, 0, 0, 10240, 65, 102.22, 320.00, 1965, 9501, P0, 0x0000000000000000
2026-07-10T08:55:25,GPU-65b9a886-d157-27fa-09d1-8894bc5cc135, 0, 4511, 10240, 41, 17.92, 320.00, 210, 405, P8, 0x0000000000000001
2026-07-10T08:55:26,GPU-fcd97b9d-0c2b-3db7-6002-81a1e2c785ea, 0, 0, 10240, 65, 122.36, 320.00, 1965, 9501, P0, 0x0000000000000000
2026-07-10T08:55:26,GPU-65b9a886-d157-27fa-09d1-8894bc5cc135, 0, 4511, 10240, 41, 17.95, 320.00, 210, 405, P8, 0x0000000000000001
2026-07-10T08:55:27,GPU-fcd97b9d-0c2b-3db7-6002-81a1e2c785ea, 0, 2605, 10240, 63, 116.78, 320.00, 1740, 9251, P2, 0x0000000000000000
2026-07-10T08:55:27,GPU-65b9a886-d157-27fa-09d1-8894bc5cc135, 0, 4511, 10240, 41, 17.97, 320.00, 210, 405, P8, 0x0000000000000001
2026-07-10T08:55:28,GPU-fcd97b9d-0c2b-3db7-6002-81a1e2c785ea, 0, 2605, 10240, 63, 99.13, 320.00, 1740, 9251, P2, 0x0000000000000000
2026-07-10T08:55:28,GPU-65b9a886-d157-27fa-09d1-8894bc5cc135, 0, 4511, 10240, 41, 17.74, 320.00, 210, 405, P8, 0x0000000000000001
2026-07-10T08:55:29,GPU-fcd97b9d-0c2b-3db7-6002-81a1e2c785ea, 0, 2605, 10240, 63, 96.79, 320.00, 1740, 9251, P2, 0x0000000000000000
2026-07-10T08:55:29,GPU-65b9a886-d157-27fa-09d1-8894bc5cc135, 0, 4511, 10240, 41, 17.61, 320.00, 210, 405, P8, 0x0000000000000001
2026-07-10T08:55:30,GPU-fcd97b9d-0c2b-3db7-6002-81a1e2c785ea, 0, 2605, 10240, 62, 96.62, 320.00, 1740, 9251, P2, 0x0000000000000000
